product,brand,product_code,price,inward_date,dispatch_date,quantity_sold,sales,lap_customer_id,lap_customer_name,customer_location,region,processor_specification,ram,rom,ssd,stock_in_inventory
0,1,23541,15643,2024-06-17,2023-08-04,6,234216,31,31,9689,4,7,12,512,256,28
0,2,19746,21570,2025-02-21,2023-08-19,6,505668,32,32,15060,3,0,12,256,256,47
0,2,20968,7550,2025-03-09,2024-05-28,10,1559100,33,33,15447,4,7,6,512,2028,45
0,0,17468,21180,2024-10-13,2023-08-26,1,81365,34,34,12258,3,2,8,1028,1028,28
0,8,21338,495,2023-08-14,2024-03-28,7,725816,35,35,3265,3,3,6,1028,256,39
0,1,13301,22079,2023-11-23,2023-05-14,8,705320,36,36,5367,2,2,16,128,256,46
0,0,17331,16833,2023-09-30,2023-08-22,5,242065,37,37,4409,1,0,8,128,256,32
0,6,22408,19529,2024-02-06,2025-04-06,1,68737,38,38,6947,4,7,16,64,256,22
0,7,1645,15422,2024-07-22,2023-06-11,2,74554,39,39,10503,4,6,6,64,1028,54
0,1,9048,6025,2023-05-31,2023-10-06,3,434385,40,40,1642,1,4,16,256,2028,57
0,1,10464,18305,2024-02-09,2023-07-08,7,417921,41,41,6980,2,1,6,1028,1028,28
0,5,16745,7387,2023-06-13,2023-12-11,2,309590,42,42,1854,0,0,8,128,256,20
0,7,10770,16695,2023-05-09,2025-02-10,7,331303,43,43,1138,0,7,6,1028,2028,11
0,4,18598,7740,2023-03-22,2025-03-06,5,786995,44,44,39,3,3,12,256,2028,43
0,2,3174,10396,2024-05-31,2024-02-12,8,1423280,45,45,9309,1,6,8,1028,512,3
0,2,11793,18428,2024-03-03,2023-11-04,2,12132,46,46,7430,1,1,8,64,512,12
0,0,20942,12161,2025-01-23,2025-03-03,2,38222,47,47,14429,0,7,16,128,256,33
0,2,17494,11626,2024-05-23,2025-05-09,1,187057,48,48,9146,3,7,4,1028,2028,56
0,8,4134,10036,2024-10-30,2024-03-21,7,1224685,49,49,12570,4,3,12,256,1028,32
0,8,6324,16325,2024-10-11,2023-05-10,6,266004,50,50,12202,4,6,12,64,2028,26
0,6,8969,19183,2024-01-17,2025-01-19,6,397194,51,51,6538,1,6,4,128,1028,44
0,7,7246,9443,2024-11-10,2023-05-07,9,153315,52,52,12776,4,0,6,128,2028,40
0,1,3589,21968,2024-08-11,2023-11-17,5,436650,53,53,10905,0,2,12,64,2028,5
0,1,16447,9573,2023-09-26,2023-06-12,8,1370472,54,54,4307,2,4,8,1028,1028,45
0,1,15300,4802,2024-01-15,2024-09-22,1,135852,55,55,6481,2,2,12,128,2028,25
0,4,20475,22955,2023-08-05,2025-01-07,4,381020,56,56,3055,4,2,8,1028,1028,24
0,4,14771,21923,2023-06-28,2024-03-13,9,782928,57,57,2207,4,7,16,64,2028,35
0,4,10684,19544,2024-04-01,2023-07-03,5,344045,58,58,8032,2,0,8,256,2028,47
0,3,20964,5207,2024-12-31,2024-05-29,4,554264,58,58,13883,4,6,8,128,512,6
0,0,21468,22201,2024-05-25,2023-12-25,7,623721,59,59,9194,1,5,12,128,512,20
0,1,20618,12699,2023-11-06,2023-07-29,10,195170,60,60,4990,3,0,12,1028,512,28
0,2,10405,5167,2023-05-31,2024-01-28,4,553304,61,61,1636,0,7,4,128,512,3
0,1,20102,5654,2023-09-21,2023-12-21,8,1136192,62,62,4144,0,4,4,512,2028,17
0,8,4042,10667,2024-08-19,2024-09-10,2,359434,62,62,11068,1,7,12,512,1028,45
0,0,345,20824,2023-05-05,2023-09-26,7,54866,63,63,1031,0,7,32,512,256,59
0,4,4316,18675,2024-05-28,2024-07-20,10,624180,63,63,9253,2,6,16,1028,256,37
0,8,7174,882,2023-03-25,2023-05-03,1,106504,64,64,103,1,4,4,64,2028,33
0,4,7626,4345,2024-01-11,2025-03-28,7,927192,65,65,6370,4,1,4,512,2028,31
0,1,1606,7459,2025-01-07,2025-01-20,1,155316,66,66,14077,4,5,4,128,1028,28
0,2,5090,11412,2023-04-02,2024-07-02,9,1668618,67,67,277,4,0,32,256,1028,29
0,6,23868,14353,2025-01-30,2024-06-19,4,113456,68,68,14618,0,0,16,128,1028,41
0,8,23643,17875,2024-12-14,2023-07-13,7,39550,69,69,13538,3,3,4,64,256,14
0,1,20699,5573,2023-05-09,2023-07-15,10,1414890,70,70,1159,2,0,16,1028,512,5
0,1,4164,13068,2023-12-23,2024-03-29,1,198045,71,71,5967,1,6,8,128,512,9
0,1,8810,5738,2023-05-04,2023-10-28,2,285064,72,72,1018,2,2,12,512,256,52
0,8,23071,19012,2023-04-27,2024-09-26,9,584055,73,73,890,2,4,4,128,256,46
0,7,22842,13993,2023-05-18,2024-05-20,2,50604,74,74,1358,1,1,6,256,2028,2
0,1,20086,20204,2024-11-03,2024-07-31,6,442806,75,75,12649,4,0,16,64,256,40
0,7,7507,21490,2024-07-06,2023-09-20,3,25107,76,76,10148,1,2,32,128,1028,15
0,2,6768,13130,2024-09-10,2024-01-14,2,396788,77,77,11563,3,4,32,256,256,12
0,6,6158,7886,2024-09-22,2023-08-26,4,633652,78,78,11778,4,7,8,256,1028,1
0,8,11042,10358,2023-08-19,2024-09-05,7,1243249,79,79,3335,2,5,6,256,512,57
0,1,20317,5704,2024-09-09,2024-06-06,1,142313,80,80,11525,4,2,8,512,256,20
0,2,16986,2991,2023-09-15,2024-06-15,5,612200,81,81,4010,4,0,32,128,256,25
0,4,9360,21474,2023-12-27,2023-07-14,10,836170,81,81,6078,1,1,12,1028,256,42
0,8,5106,9227,2023-09-05,2025-05-03,10,1685740,82,82,3790,3,5,6,64,1028,48
0,1,6696,1093,2024-09-08,2023-10-10,3,324198,83,83,11519,1,1,8,128,256,52
0,1,2837,12439,2025-02-28,2023-06-26,5,965805,84,84,15220,0,3,6,128,2028,17
0,1,8535,3529,2023-11-23,2024-07-24,4,50556,85,85,5372,2,2,12,512,256,54
0,0,24771,9487,2024-09-25,2025-01-27,9,1535859,86,86,11851,0,0,4,128,512,32
0,8,22885,11240,2024-04-28,2025-02-12,4,736184,87,87,8593,1,7,32,512,256,16
0,1,19808,12965,2024-12-16,2023-07-28,3,591534,88,88,13568,0,2,6,128,2028,33
0,0,19648,5583,2024-05-19,2024-11-16,10,1415780,89,89,9049,1,6,8,64,512,48
0,0,5234,5513,2024-10-10,2024-05-15,6,845742,90,90,12160,0,2,12,1028,256,7
0,0,443,19504,2023-05-26,2024-06-24,2,137102,91,91,1502,0,2,6,1028,256,17
0,4,21000,20624,2023-06-24,2025-03-07,10,769220,92,92,2128,3,5,6,128,256,13
0,1,23520,5210,2024-08-26,2024-10-06,9,1247274,93,93,11196,4,2,16,1028,2028,25
0,2,20322,16814,2024-09-17,2024-01-08,2,96528,94,94,11705,2,6,16,128,256,45
0,4,20028,3676,2024-06-16,2024-04-30,7,891954,95,95,9652,3,6,16,1028,256,37
0,2,12600,22971,2024-10-12,2024-03-20,3,286056,96,96,12233,3,1,4,256,1028,31
0,7,1312,14046,2024-05-21,2023-12-06,7,180264,97,97,9093,4,5,12,1028,256,36
0,8,7935,3731,2024-03-29,2023-10-29,7,895496,98,98,7983,3,3,8,1028,1028,8
0,0,2715,1580,2024-01-24,2023-05-21,9,1004652,99,99,6666,1,5,4,256,1028,13
0,0,1009,18668,2023-04-07,2024-05-08,2,12472,100,100,367,4,0,16,512,512,33
0,2,5139,16798,2023-11-01,2024-07-04,9,433188,101,101,4877,3,1,8,1028,2028,26
0,2,24190,5148,2024-03-16,2025-03-04,6,829098,102,102,7716,1,0,8,128,512,14
0,7,13575,6869,2023-04-27,2024-09-02,3,453600,103,103,891,0,2,6,1028,1028,11
0,5,12756,9783,2024-08-18,2023-05-31,5,865245,104,104,11059,1,1,32,64,256,31
0,0,1667,12113,2023-09-23,2024-11-30,6,1144152,105,105,4198,2,5,4,128,2028,29
0,1,2280,13112,2023-11-20,2024-12-03,6,1189962,106,106,5297,2,7,4,128,1028,46
0,4,454,4058,2024-08-30,2024-05-17,4,521056,107,107,11300,4,3,6,512,256,32
0,3,11488,3354,2024-01-04,2023-06-21,5,62515,108,108,6242,3,4,4,64,512,60
0,7,13855,21541,2024-04-03,2023-12-12,2,168114,109,109,8063,0,0,6,128,1028,36
0,0,1233,3247,2023-04-27,2024-03-06,2,248478,110,110,885,4,0,4,1028,512,6
0,1,5065,23522,2024-08-28,2023-05-19,2,199520,111,111,11251,2,7,32,256,2028,58
0,5,24813,20423,2024-12-12,2023-10-21,8,603392,112,112,13478,3,3,12,64,2028,7
0,4,14331,16728,2024-09-14,2024-01-13,7,333200,113,113,11654,4,2,6,128,2028,4
0,2,12299,11107,2024-12-30,2024-03-30,1,183022,114,114,13867,3,5,8,512,512,21
0,8,2180,17549,2024-06-07,2024-02-02,6,324498,115,115,9461,1,5,6,512,256,18
0,2,14400,8835,2023-11-08,2023-05-26,6,993852,116,116,5035,3,0,6,64,512,8
0,0,15557,3733,2024-05-24,2024-10-23,10,1279470,117,117,9187,1,7,16,512,1028,57
0,0,17538,8749,2023-11-19,2023-12-11,9,1485252,118,118,5260,0,1,4,256,512,1
0,1,1971,1705,2024-03-05,2024-04-25,4,45064,119,119,7475,3,4,12,512,2028,24
0,1,14614,1874,2023-04-21,2023-09-15,8,911168,120,120,759,4,3,12,1028,256,57
0,2,4730,11785,2024-01-31,2024-06-07,4,75320,121,121,6855,4,3,8,512,2028,30
0,0,2257,18967,2024-06-04,2023-09-28,4,258704,122,122,9401,0,4,32,256,512,24
0,8,23946,20764,2024-07-22,2023-06-02,1,7791,123,123,10509,3,2,4,256,256,18
0,5,10616,2061,2023-10-02,2025-03-10,10,1153060,124,124,4446,3,3,6,512,256,48
0,4,5416,8854,2024-10-27,2023-11-06,2,331604,125,125,12482,2,5,32,512,512,10
0,3,19965,15345,2024-12-02,2024-05-19,1,36607,126,126,13245,1,7,8,512,512,13
0,0,9100,9320,2023-12-16,2024-08-30,4,677236,127,127,5849,2,1,6,128,256,45
0,8,19870,4859,2024-07-03,2023-11-14,4,545080,128,128,10083,2,7,4,1028,1028,17
0,0,9974,15153,2023-07-18,2025-01-28,4,139984,129,129,2659,1,1,32,128,1028,50
0,3,13165,1256,2024-07-20,2024-07-01,3,327855,129,129,10473,2,7,6,64,2028,33
0,7,3564,10286,2023-04-07,2023-10-19,5,884715,130,130,366,3,1,8,128,1028,9
0,1,6521,15708,2024-07-23,2024-12-13,10,395060,130,130,10526,2,1,6,256,1028,19
0,1,18925,6222,2025-01-08,2025-03-28,4,58532,130,130,14109,1,1,32,512,512,10
0,6,17466,9902,2025-02-22,2024-06-06,10,1739290,130,130,15080,1,4,6,512,512,22
0,3,8136,4346,2023-07-30,2024-06-07,7,927374,131,131,2911,0,0,32,128,512,27
0,1,8622,4613,2023-11-27,2023-06-27,6,806448,131,131,5455,1,3,6,128,256,28
0,8,10641,14028,2025-01-07,2023-12-28,9,230220,131,131,14082,2,2,6,512,1028,12
0,2,10178,21384,2023-04-09,2024-07-08,10,829470,132,132,420,1,1,32,512,1028,57
0,1,23441,8460,2024-07-14,2024-03-09,1,162758,132,132,10344,2,6,8,256,512,6
0,1,15951,8133,2024-12-08,2023-07-10,7,112189,133,133,13379,4,4,32,256,512,54
0,3,1466,4269,2024-04-26,2024-06-16,4,527024,134,134,8541,3,2,6,1028,256,39
0,6,466,19564,2025-03-05,2024-05-27,9,620361,135,135,15375,2,1,32,64,2028,20
0,2,12110,4538,2024-03-12,2023-05-18,10,1339070,136,136,7646,1,2,32,64,2028,57
0,0,4028,3230,2024-08-27,2024-06-05,9,1117242,137,137,11222,3,5,6,1028,2028,9
0,3,24144,11106,2025-01-18,2023-10-02,2,36604,138,138,14324,0,1,16,512,512,10
0,5,4185,10463,2024-03-11,2023-10-02,6,1069830,139,139,7597,3,4,32,512,2028,18
0,5,2219,9155,2023-07-01,2024-09-10,3,504228,140,140,2286,2,5,4,512,2028,11
0,8,4125,4043,2024-09-30,2023-06-06,1,130186,141,141,11952,3,2,16,1028,256,27
0,5,3242,19279,2023-04-03,2024-09-06,5,334330,142,142,298,3,7,8,256,2028,2
0,6,5716,21649,2023-04-19,2023-11-06,6,509130,143,143,676,3,7,4,64,512,46
0,1,15598,15255,2024-04-28,2023-07-26,6,214602,144,144,8600,0,6,16,128,256,46
0,6,7870,8287,2024-08-07,2024-04-17,7,1130416,145,145,10826,2,7,16,128,512,22
0,1,17082,6581,2023-07-02,2023-07-05,2,298138,146,146,2327,4,0,4,256,512,8
0,8,18407,19516,2023-08-07,2025-02-16,4,274584,146,146,3089,4,2,16,128,2028,20
0,5,22837,10413,2023-09-25,2025-01-25,4,712076,147,147,4281,3,5,12,512,256,28
0,0,13003,2979,2023-11-21,2023-09-15,2,244656,148,148,5310,2,0,4,128,2028,5
0,0,12881,18169,2023-08-15,2024-12-01,8,46984,149,149,3275,4,3,12,64,512,35
0,6,13202,7948,2024-06-25,2024-01-10,4,635988,150,150,9874,4,7,8,256,1028,21
0,4,1162,1519,2024-10-17,2025-01-31,8,889488,151,151,12302,0,1,4,256,2028,44
0,5,3222,20498,2023-12-05,2025-04-18,9,684639,152,152,5637,1,3,32,1028,2028,44
0,0,17759,18750,2024-03-03,2024-10-27,1,62981,153,153,7404,4,0,32,1028,1028,52
0,2,21776,6613,2023-12-12,2025-05-09,10,1493130,154,154,5772,4,4,16,256,1028,55
0,7,10282,23160,2024-10-25,2023-12-13,2,193520,154,154,12435,2,2,12,1028,512,25
0,2,10188,8068,2023-08-20,2025-03-22,2,319676,155,155,3366,1,6,12,256,512,39
0,6,21647,7588,2024-06-25,2024-10-17,5,780995,156,156,9875,3,4,12,128,2028,9
0,4,10816,15280,2023-07-12,2023-06-04,7,251804,157,157,2557,3,0,12,256,512,46
0,4,19792,13397,2024-08-08,2023-09-25,6,122292,158,158,10857,3,4,32,512,256,44
0,3,13086,6146,2025-02-16,2024-08-12,4,583080,158,158,14964,2,0,8,64,256,13
0,8,15859,12794,2024-08-13,2024-01-03,3,587880,159,159,10960,3,6,16,512,256,41
0,6,6024,7305,2024-07-16,2024-04-21,7,1079288,160,160,10385,4,1,4,512,512,3
0,1,16612,13488,2025-03-16,2024-06-18,8,168232,161,161,15529,3,3,32,512,256,1
0,3,4868,13684,2023-09-19,2024-04-25,6,136866,162,162,4113,4,1,12,1028,1028,16
0,5,24236,1487,2024-10-27,2025-04-10,8,887576,162,162,12491,2,7,8,256,2028,60
0,1,14108,2747,2025-01-12,2024-07-15,6,723132,163,163,14177,0,1,32,128,2028,42
0,1,23309,6761,2023-11-19,2025-02-25,10,1503410,164,164,5241,4,4,32,1028,256,10
0,0,13375,1474,2025-02-11,2023-04-10,2,221704,165,165,14842,2,0,16,256,512,7
0,0,9140,7317,2025-01-20,2024-07-27,10,1542810,166,166,14368,2,3,32,256,2028,41
0,8,15849,17530,2023-06-06,2024-01-09,2,107840,167,167,1749,1,4,32,512,2028,6
0,2,8896,2890,2024-03-13,2023-05-06,7,851676,167,167,7665,1,4,6,256,512,37
0,0,1664,20940,2023-12-08,2023-05-09,2,158830,168,168,5704,0,2,16,64,512,17
0,6,11820,5580,2023-07-11,2023-11-30,4,566208,169,169,2523,3,5,4,64,512,55
0,8,6171,10280,2023-07-11,2024-10-24,1,176879,169,169,2532,0,3,4,512,2028,52
0,2,23228,20292,2024-04-18,2023-09-09,5,372240,169,169,8375,0,3,16,64,2028,16
0,2,4119,19789,2024-09-10,2024-10-24,8,565376,169,169,11567,0,3,6,64,2028,53
0,1,6187,8268,2023-10-21,2025-03-16,4,645580,170,170,4746,3,7,8,1028,2028,27
0,1,7588,16273,2024-06-24,2024-12-27,4,175784,171,171,9853,3,0,32,256,256,40
0,8,18414,313,2024-01-10,2023-09-15,4,409228,172,172,6359,1,2,16,512,512,35
0,4,5868,4605,2024-08-06,2023-07-02,3,402906,173,173,10819,1,6,12,512,1028,52
0,2,9530,4725,2023-12-30,2023-07-04,9,1217925,174,174,6140,3,5,12,1028,2028,34
0,0,24552,3205,2024-05-05,2023-09-11,10,1239230,175,175,8756,2,3,32,256,256,21
0,4,22870,6606,2023-06-16,2023-09-05,7,1044848,176,176,1922,0,7,4,64,2028,20
0,0,4239,2923,2024-09-16,2024-06-10,5,609850,177,177,11688,0,1,32,1028,1028,11
0,6,529,6547,2024-11-20,2023-11-06,1,14885,178,178,12988,3,4,16,512,2028,21
0,1,8842,18458,2023-06-09,2024-10-06,9,548082,179,179,1800,3,7,8,64,512,50
0,1,24149,3147,2023-11-28,2025-01-11,4,494144,180,180,5473,2,5,12,512,2028,38
0,1,17824,20768,2023-08-12,2024-03-12,3,233820,181,181,3209,1,6,4,128,512,20
0,4,24179,16153,2023-05-22,2024-05-25,7,300846,182,182,1412,2,5,32,256,256,27
0,2,2242,2557,2024-09-09,2024-08-17,9,1071369,183,183,11542,2,3,8,256,1028,15
0,1,17007,19793,2025-03-12,2025-01-19,2,141428,184,184,15484,2,0,12,256,512,27
0,8,9189,17185,2024-12-20,2025-03-04,5,25590,185,185,13652,1,3,16,256,2028,17
0,4,15508,3728,2024-04-27,2025-03-09,2,255792,186,186,8570,4,1,4,1028,2028,58
0,6,22552,22508,2025-03-19,2024-04-07,7,641417,187,187,15620,0,5,4,128,512,59
0,0,13437,5782,2025-02-01,2023-11-16,3,428646,188,188,14646,0,1,4,1028,1028,52
0,2,20066,11517,2024-08-15,2025-02-27,6,1116744,189,189,11006,4,2,16,1028,512,17
0,0,17301,13334,2024-03-10,2024-03-13,5,999295,190,190,7583,0,1,4,128,256,9
0,6,18783,17848,2024-02-27,2024-01-10,6,337620,191,191,7331,3,4,4,128,256,32
0,5,8190,6806,2024-11-18,2024-10-02,7,1054746,192,192,12926,1,7,4,128,2028,50
0,2,5859,5480,2024-11-25,2023-12-29,7,985285,192,192,13087,0,5,8,128,1028,55
0,8,2628,2937,2024-12-24,2023-06-16,6,732108,193,193,13750,4,0,32,1028,1028,27
0,8,843,188,2024-11-01,2024-12-19,4,405252,194,194,12610,4,6,12,64,2028,51
0,1,19380,14805,2023-11-07,2023-08-05,5,159985,195,195,5024,0,6,32,64,512,31
0,8,8088,14220,2024-11-18,2024-12-13,8,217472,195,195,12927,3,4,32,128,1028,46
0,1,726,14126,2024-10-22,2023-10-16,7,184387,196,196,12381,4,1,32,128,512,15
0,3,21312,13575,2023-09-15,2024-05-13,9,197253,197,197,4005,2,2,32,64,2028,18
0,2,12793,20965,2025-03-05,2023-04-07,7,557172,198,198,15354,3,6,12,64,256,14
0,6,14516,13834,2024-02-22,2023-11-19,2,47968,199,199,7233,0,2,32,64,512,13
0,1,15809,5263,2024-04-26,2024-12-02,2,277978,200,200,8538,2,6,16,1028,2028,13
0,5,23079,13736,2024-09-18,2025-04-13,10,232070,201,201,11711,1,2,8,1028,1028,32
0,0,21724,6343,2023-11-19,2025-01-06,2,294490,202,202,5245,4,3,8,256,1028,48
0,5,23257,7641,2023-07-03,2023-05-27,2,313340,203,203,2328,3,5,12,128,1028,7
0,2,21019,21699,2024-12-02,2024-12-10,1,85174,204,204,13238,0,6,32,1028,256,55
0,2,8678,20832,2023-10-23,2023-10-14,9,706356,205,205,4761,0,2,4,512,256,16
0,0,13470,12666,2024-06-09,2024-12-12,5,974635,206,206,9499,1,7,12,256,512,24
0,0,17566,4102,2024-03-15,2024-11-02,5,652680,207,207,7711,3,1,12,1028,1028,55
0,1,16254,20767,2023-08-20,2024-06-25,5,38965,208,208,3360,4,5,32,1028,512,60
0,0,24869,209,2025-02-04,2025-02-05,4,40612,209,209,14725,3,3,4,256,512,19
0,3,8475,3745,2023-11-09,2024-02-10,3,384042,210,210,5059,2,0,4,1028,512,27
0,2,12884,8388,2024-12-19,2024-06-11,8,1297504,211,211,13641,4,4,16,256,256,18
0,2,9851,5374,2023-06-02,2025-02-03,10,1398400,212,212,1680,1,5,6,512,2028,7
0,2,1165,6234,2025-02-17,2024-08-31,8,1171584,213,213,14975,0,7,4,1028,256,13
0,1,6591,12406,2024-05-03,2023-10-03,10,1929210,214,214,8713,0,7,6,64,2028,50
0,1,11502,11169,2024-01-15,2025-01-08,4,734116,215,215,6487,2,1,32,512,256,12
0,1,21027,20314,2024-11-18,2024-03-11,4,298480,216,216,12929,3,5,4,512,256,57
0,1,13378,18327,2024-07-17,2024-02-22,1,59902,217,217,10403,0,6,12,512,1028,53
0,1,18573,4907,2024-06-27,2023-10-30,10,1365240,218,218,9928,1,5,12,1028,2028,23
0,5,10734,294,2023-11-03,2023-07-29,5,510520,219,219,4929,1,7,12,1028,256,12
0,1,17369,363,2023-07-28,2023-08-05,10,1026550,220,220,2874,3,7,12,1028,256,53
0,8,23844,7548,2024-03-30,2024-04-05,6,935256,221,221,8015,0,7,4,64,512,58
0,8,3913,1760,2024-02-08,2023-11-26,7,791378,222,222,6971,1,1,4,256,1028,30
0,6,23976,18740,2024-02-09,2024-07-22,8,503232,223,223,6984,0,6,8,512,1028,52
0,4,4705,1506,2023-06-01,2025-03-28,1,111083,224,224,1677,0,2,16,512,2028,35
0,8,20807,3672,2024-06-29,2024-11-22,10,1273990,225,225,9979,4,7,16,64,2028,15
0,1,22641,3641,2024-01-17,2024-05-27,8,1017288,226,226,6539,2,0,12,128,256,57
0,0,21305,5026,2024-03-21,2024-10-14,10,1373580,227,227,7817,3,1,8,128,2028,23
0,4,17149,22447,2024-10-05,2024-12-22,5,455370,228,228,12046,2,3,12,256,1028,14
0,3,8763,10479,2024-05-15,2024-12-17,6,1070568,229,229,8967,4,2,4,128,1028,33
0,7,9093,19950,2025-01-29,2025-02-04,6,431412,230,230,14576,4,1,16,1028,1028,50
0,0,10781,22856,2023-08-05,2023-11-20,6,566862,231,231,3056,4,5,4,1028,1028,13
0,4,4812,20141,2023-06-24,2024-10-21,5,366810,232,232,2139,2,1,6,64,2028,15
0,1,21842,16976,2023-09-12,2023-10-16,4,198308,233,233,3942,3,1,12,128,2028,16
0,1,19193,340,2024-07-06,2024-09-17,7,717367,234,234,10147,3,3,6,512,512,43
0,4,17211,20605,2024-03-29,2024-10-05,6,460512,235,235,7983,2,7,32,256,1028,8
0,2,8794,15508,2023-06-04,2024-07-07,5,190000,236,236,1730,3,3,6,128,2028,58
0,4,16967,7555,2024-05-13,2023-12-31,1,155936,237,237,8933,4,7,16,1028,1028,41
0,8,19356,15903,2023-06-19,2024-08-18,9,369837,238,238,1977,0,2,6,256,2028,1
0,4,12646,22131,2023-12-05,2024-01-30,7,620074,239,239,5621,1,2,12,256,1028,3
0,4,8187,22541,2024-11-26,2024-09-12,3,275814,240,240,13111,3,5,12,1028,1028,21
0,8,1023,811,2023-11-12,2024-04-15,4,424004,241,241,5106,0,1,16,1028,512,47
0,2,17833,18547,2023-05-29,2023-05-26,5,307580,242,242,1582,1,1,8,256,256,43
0,5,19021,15758,2024-04-27,2025-02-23,7,279419,243,243,8569,4,5,4,256,512,58
0,2,6967,9080,2023-07-23,2024-04-13,7,1172598,244,244,2766,3,5,4,128,2028,3
0,0,20505,8104,2024-09-21,2025-01-02,9,1440927,245,245,11749,1,1,4,1028,256,13
0,4,16256,13904,2023-07-25,2024-12-17,7,171878,246,246,2811,0,2,16,256,256,28
0,4,11352,12913,2024-08-02,2024-07-05,10,196780,246,246,10727,0,6,4,64,512,4
0,1,10074,22182,2023-10-23,2025-03-04,5,444685,247,247,4760,3,2,8,512,512,8
0,4,16452,6948,2024-01-22,2024-07-12,5,758590,248,248,6632,0,3,32,64,1028,41
0,6,16356,21251,2024-08-04,2024-12-07,10,818820,249,249,10769,2,0,8,256,1028,25
0,3,18040,8203,2023-11-15,2024-03-09,2,321788,250,250,5174,4,3,4,128,512,37
0,5,12336,546,2024-12-18,2024-08-15,1,103987,251,251,13619,1,4,32,64,512,20
0,4,7293,7428,2023-10-13,2024-10-08,9,1395306,252,252,4604,2,5,32,256,1028,45
0,7,9668,7239,2023-04-26,2024-02-21,4,614612,253,253,877,0,1,32,128,512,44
0,4,14034,15091,2023-12-09,2024-08-16,8,275648,254,254,5706,3,3,12,128,1028,2
0,4,16569,10442,2024-01-08,2024-02-03,2,356356,255,255,6313,4,2,16,1028,256,38
0,1,9675,6501,2023-04-23,2024-12-03,5,742790,256,256,809,0,0,32,512,256,48
0,4,24778,6929,2025-01-08,2025-01-25,6,909480,257,257,14110,1,3,32,512,1028,52
